AC007365.4	AC007365.4
AC007382.1	AC007382.1
AC007383.3	AC007383.3
AC007383.4	AC007383.4
AC007383.6	AC007383.6
AC007386.2	AC007386.2
AC007386.3	AC007386.3
AC007386.4	AC007386.4
AC007389.2	AC007389.2
AC007389.3	AC007389.3
AC007390.4	AC007390.4
AC007390.5	AC007390.5
AC007391.2	AC007391.2
AC007392.3	AC007392.3
AC007394.3	AC007394.3
AC007401.1	AC007401.1
AC007401.2	AC007401.2
AC007405.2	AC007405.2
AC007405.4	AC007405.4
AC007405.6	AC007405.6
AC007551.3	AC007551.3
AC007559.1	AC007559.1
AC007562.1	AC007562.1
AC007563.3	AC007563.3
AC007563.4	AC007563.4
AC007563.5	AC007563.5
AC007566.10	AC007566.10
AC007618.3	AC007618.3
AC007620.3	AC007620.3
AC007679.3	AC007679.3
AC007679.4	AC007679.4
AC007682.1	AC007682.1
AC007690.1	AC007690.1
AC007743.1	AC007743.1
AC007750.5	AC007750.5
AC007773.2	AC007773.2
AC007790.4	AC007790.4
AC007796.1	AC007796.1
AC007875.3	AC007875.3
AC007879.2	AC007879.2
AC007879.4	AC007879.4
AC007879.5	AC007879.5
AC007879.7	AC007879.7
AC007880.1	AC007880.1
AC007899.3	AC007899.3
AC007919.1	AC007919.1
AC007919.19	AC007919.19
AC007966.1	AC007966.1
AC007969.4	AC007969.4
AC007969.5	AC007969.5
AC007970.1	AC007970.1
AC008063.2	AC008063.2
AC008063.3	AC008063.3
AC008065.1	AC008065.1
AC008073.9	AC008073.9
AC008074.3	AC008074.3
AC008074.4	AC008074.4
AC008088.4	AC008088.4
AC008103.5	AC008103.5
AC008132.12	AC008132.12
AC008155.1	AC008155.1
AC008174.3	AC008174.3
AC008264.4	AC008264.4
AC008267.1	AC008267.1
AC008268.1	AC008268.1
AC008268.2	AC008268.2
AC008269.2	AC008269.2
AC008277.1	AC008277.1
AC008391.1	AC008391.1
AC008397.1	AC008397.1
AC008427.2	AC008427.2
AC008440.10	AC008440.10
AC008440.5	AC008440.5
AC008443.1	AC008443.1
AC008498.1	AC008498.1
AC008536.1	AC008536.1
AC008592.3	AC008592.3
AC008592.4	AC008592.4
AC008592.5	AC008592.5
AC008592.8	AC008592.8
AC008686.1	AC008686.1
AC008697.1	AC008697.1
AC008746.12	AC008746.12
AC008746.5	AC008746.5
AC008753.3	AC008753.3
AC008753.4	AC008753.4
AC008753.6	AC008753.6
AC008781.7	AC008781.7
AC008836.1	AC008836.1
AC008850.3	AC008850.3
AC008914.1	AC008914.1
AC008937.2	AC008937.2
AC008964.1	AC008964.1
AC008982.2	AC008982.2
AC008984.2	AC008984.2
AC008992.2	AC008992.2
AC009005.2	AC009005.2
AC009061.1	AC009061.1
AC009065.1	AC009065.1
AC009093.1	AC009093.1
AC009095.4	AC009095.4
AC009120.10	AC009120.10
AC009120.3	AC009120.3
AC009120.4	AC009120.4
AC009120.5	AC009120.5
AC009120.6	AC009120.6
AC009133.12	AC009133.12
AC009133.14	AC009133.14
AC009133.15	AC009133.15
AC009133.17	AC009133.17
AC009133.20	AC009133.20
AC009228.1	AC009228.1
AC009229.4	AC009229.4
AC009229.5	AC009229.5
AC009229.6	AC009229.6
AC009234.2	AC009234.2
AC009236.1	AC009236.1
AC009237.8	AC009237.8
AC009238.6	AC009238.6
AC009245.3	AC009245.3
AC009264.1	AC009264.1
AC009276.4	AC009276.4
AC009299.2	AC009299.2
AC009299.3	AC009299.3
AC009299.4	AC009299.4
AC009299.5	AC009299.5
AC009302.2	AC009302.2
AC009302.4	AC009302.4
AC009303.1	AC009303.1
AC009303.3	AC009303.3
AC009313.1	AC009313.1
AC009313.2	AC009313.2
AC009336.24	AC009336.24
AC009362.2	AC009362.2
AC009365.3	AC009365.3
AC009403.2	AC009403.2
AC009404.2	AC009404.2
AC009410.1	AC009410.1
AC009413.2	AC009413.2
AC009414.1	AC009414.1
AC009473.1	AC009473.1
AC009480.1	AC009480.1
AC009480.3	AC009480.3
AC009492.1	AC009492.1
AC009495.2	AC009495.2
AC009495.3	AC009495.3
AC009495.4	AC009495.4
AC009499.1	AC009499.1
AC009501.4	AC009501.4
AC009502.1	AC009502.1
AC009502.4	AC009502.4
AC009505.2	AC009505.2
AC009506.1	AC009506.1
AC009517.2	AC009517.2
AC009542.2	AC009542.2
AC009784.3	AC009784.3
AC009948.5	AC009948.5
AC009948.7	AC009948.7
AC009950.2	AC009950.2
AC009951.1	AC009951.1
AC009951.2	AC009951.2
AC009960.2	AC009960.2
AC009961.2	AC009961.2
AC009961.3	AC009961.3
AC009961.5	AC009961.5
AC009963.5	AC009963.5
AC009963.6	AC009963.6
AC009974.11	AC009974.11
AC009994.2	AC009994.2
AC010082.2	AC010082.2
AC010090.1	AC010090.1
AC010091.1	AC010091.1
AC010095.5	AC010095.5
AC010095.6	AC010095.6
AC010095.7	AC010095.7
AC010096.1	AC010096.1
AC010127.3	AC010127.3
AC010127.5	AC010127.5
AC010136.2	AC010136.2
AC010148.1	AC010148.1
AC010149.4	AC010149.4
AC010150.1	AC010150.1
AC010226.4	AC010226.4
AC010240.2	AC010240.2
AC010240.3	AC010240.3
AC010243.1	AC010243.1
AC010247.1	AC010247.1
AC010311.1	AC010311.1
AC010327.1	AC010327.1
AC010327.2	AC010327.2
AC010336.1	AC010336.1
AC010423.1	AC010423.1
AC010468.1	AC010468.1
AC010492.2	AC010492.2
AC010492.4	AC010492.4
AC010504.2	AC010504.2
AC010524.2	AC010524.2
AC010524.4	AC010524.4
AC010525.4	AC010525.4
AC010525.6	AC010525.6
AC010525.7	AC010525.7
AC010536.1	AC010536.1
AC010547.9	AC010547.9
AC010642.1	AC010642.1
AC010649.1	AC010649.1
AC010677.5	AC010677.5
AC010733.5	AC010733.5
AC010733.7	AC010733.7
AC010746.3	AC010746.3
AC010761.10	AC010761.10
AC010761.13	AC010761.13
AC010761.14	AC010761.14
AC010761.6	AC010761.6
AC010761.8	AC010761.8
AC010761.9	AC010761.9
AC010878.3	AC010878.3
AC010883.5	AC010883.5
AC010884.1	AC010884.1
AC010886.2	AC010886.2
AC010890.1	AC010890.1
AC010894.3	AC010894.3
AC010907.2	AC010907.2
AC010907.5	AC010907.5
AC010967.2	AC010967.2
AC010969.1	AC010969.1
AC010970.2	AC010970.2
AC010976.2	AC010976.2
AC010980.2	AC010980.2
AC010982.1	AC010982.1
AC010984.3	AC010984.3
AC010987.6	AC010987.6
AC011242.5	AC011242.5
AC011242.6	AC011242.6
AC011284.3	AC011284.3
AC011288.2	AC011288.2
AC011290.4	AC011290.4
AC011290.5	AC011290.5
AC011322.1	AC011322.1
AC011330.5	AC011330.5
AC011379.1	AC011379.1
AC011385.1	AC011385.1
AC011385.2	AC011385.2
AC011475.1	AC011475.1
AC011484.1	AC011484.1
AC011498.1	AC011498.1
AC011500.1	AC011500.1
AC011523.2	AC011523.2
AC011524.1	AC011524.1
AC011526.1	AC011526.1
AC011551.3	AC011551.3
AC011558.5	AC011558.5
AC011742.3	AC011742.3
AC011747.3	AC011747.3
AC011747.4	AC011747.4
AC011747.7	AC011747.7
AC011753.5	AC011753.5
AC011816.1	AC011816.1
AC011891.5	AC011891.5
AC011893.3	AC011893.3
AC011899.9	AC011899.9
AC011933.2	AC011933.2
AC011997.1	AC011997.1
AC011998.4	AC011998.4
AC012005.2	AC012005.2
AC012065.5	AC012065.5
AC012065.7	AC012065.7
AC012066.1	AC012066.1
AC012074.2	AC012074.2
AC012123.1	AC012123.1
AC012146.7	AC012146.7
AC012307.3	AC012307.3
AC012309.5	AC012309.5
AC012314.8	AC012314.8
AC012317.1	AC012317.1
AC012318.3	AC012318.3
AC012354.6	AC012354.6
AC012354.8	AC012354.8
AC012358.4	AC012358.4
AC012358.7	AC012358.7
AC012358.8	AC012358.8
AC012360.4	AC012360.4
AC012360.6	AC012360.6
AC012362.1	AC012362.1
AC012363.13	AC012363.13
AC012363.4	AC012363.4
AC012368.1	AC012368.1
AC012370.2	AC012370.2
AC012442.6	AC012442.6
AC012454.4	AC012454.4
AC012456.4	AC012456.4
AC012457.2	AC012457.2
AC012462.1	AC012462.1
AC012485.1	AC012485.1
AC012485.2	AC012485.2
AC012487.2	AC012487.2
AC012493.1	AC012493.1
AC012494.1	AC012494.1
AC012513.4	AC012513.4
AC012531.25	AC012531.25
AC012613.2	AC012613.2
AC012627.1	AC012627.1
AC012671.2	AC012671.2
AC013264.2	AC013264.2
AC013267.1	AC013267.1
AC013268.5	AC013268.5
AC013275.2	AC013275.2
AC013283.1	AC013283.1
AC013404.1	AC013404.1
AC013429.5	AC013429.5
AC013439.4	AC013439.4
AC013448.1	AC013448.1
AC013449.1	AC013449.1
AC013460.1	AC013460.1
AC013470.6	AC013470.6
AC013474.4	AC013474.4
AC013476.1	AC013476.1
AC013558.1	AC013558.1
AC013717.3	AC013717.3
AC013733.5	AC013733.5
AC015691.13	AC015691.13
AC015726.1	AC015726.1
AC015815.1	AC015815.1
AC015849.13	AC015849.13
AC015849.14	AC015849.14
AC015849.19	AC015849.19
AC015849.2	AC015849.2
AC015871.1	AC015871.1
AC015922.6	AC015922.6
AC015923.1	AC015923.1
AC015971.1	AC015971.1
AC015971.2	AC015971.2
AC015977.5	AC015977.5
AC015987.1	AC015987.1
AC015987.2	AC015987.2
AC015989.1	AC015989.1
AC016292.1	AC016292.1
AC016405.2	AC016405.2
AC016586.1	AC016586.1
AC016629.8	AC016629.8
AC016644.1	AC016644.1
AC016683.6	AC016683.6
AC016691.2	AC016691.2
AC016696.1	AC016696.1
AC016697.3	AC016697.3
AC016697.6	AC016697.6
AC016700.2	AC016700.2
AC016700.3	AC016700.3
AC016700.4	AC016700.4
AC016700.5	AC016700.5
AC016700.6	AC016700.6
AC016708.2	AC016708.2
AC016712.1	AC016712.1
AC016712.2	AC016712.2
AC016716.1	AC016716.1
AC016722.1	AC016722.1
AC016722.2	AC016722.2
AC016722.4	AC016722.4
AC016725.4	AC016725.4
AC016732.2	AC016732.2
AC016734.1	AC016734.1
AC016734.2	AC016734.2
AC016735.2	AC016735.2
AC016735.3	AC016735.3
AC016738.3	AC016738.3
AC016738.4	AC016738.4
AC016739.2	AC016739.2
AC016745.3	AC016745.3
AC016747.3	AC016747.3
AC016757.3	AC016757.3
AC016768.1	AC016768.1
AC016772.4	AC016772.4
AC016773.1	AC016773.1
AC016831.3	AC016831.3
AC016831.5	AC016831.5
AC016831.6	AC016831.6
AC016831.7	AC016831.7
AC016885.1	AC016885.1
AC016894.1	AC016894.1
AC016906.1	AC016906.1
AC016907.3	AC016907.3
AC016910.1	AC016910.1
AC016912.3	AC016912.3
AC016995.3	AC016995.3
AC016999.2	AC016999.2
AC017002.1	AC017002.1
AC017002.2	AC017002.2
AC017006.2	AC017006.2
AC017028.8	AC017028.8
AC017035.2	AC017035.2
AC017048.3	AC017048.3
AC017048.4	AC017048.4
AC017060.1	AC017060.1
AC017076.5	AC017076.5
AC017078.1	AC017078.1
AC017079.3	AC017079.3
AC017079.4	AC017079.4
AC017080.1	AC017080.1
AC017083.1	AC017083.1
AC017099.3	AC017099.3
AC017101.10	AC017101.10
AC017104.2	AC017104.2
AC017104.4	AC017104.4
AC017104.6	AC017104.6
AC018442.1	AC018442.1
AC018462.2	AC018462.2
AC018463.4	AC018463.4
AC018463.5	AC018463.5
AC018470.4	AC018470.4
AC018506.1	AC018506.1
AC018512.1	AC018512.1
AC018633.4	AC018633.4
AC018642.1	AC018642.1
AC018643.4	AC018643.4
AC018647.3	AC018647.3
AC018648.5	AC018648.5
AC018696.4	AC018696.4
AC018720.10	AC018720.10
AC018730.1	AC018730.1
AC018737.1	AC018737.1
AC018737.6	AC018737.6
AC018738.2	AC018738.2
AC018755.11	AC018755.11
AC018755.16	AC018755.16
AC018766.4	AC018766.4
AC018766.5	AC018766.5
AC018766.6	AC018766.6
AC018804.6	AC018804.6
AC018804.7	AC018804.7
AC018816.3	AC018816.3
AC018865.5	AC018865.5
AC018865.8	AC018865.8
AC018866.1	AC018866.1
AC018867.1	AC018867.1
AC018867.2	AC018867.2
AC018890.4	AC018890.4
AC018892.9	AC018892.9
AC019050.1	AC019050.1
AC019068.2	AC019068.2
AC019084.7	AC019084.7
AC019097.7	AC019097.7
AC019109.1	AC019109.1
AC019117.1	AC019117.1
AC019117.2	AC019117.2
AC019129.1	AC019129.1
AC019171.1	AC019171.1
AC019171.4	AC019171.4
AC019172.2	AC019172.2
AC019181.2	AC019181.2
AC019181.3	AC019181.3
AC019185.4	AC019185.4
AC019186.1	AC019186.1
AC019201.1	AC019201.1
AC019205.2	AC019205.2
AC019206.1	AC019206.1
AC019221.4	AC019221.4
AC020550.7	AC020550.7
AC020571.3	AC020571.3
AC020594.5	AC020594.5
AC020629.1	AC020629.1
AC020900.2	AC020900.2
AC020907.1	AC020907.1
AC020907.2	AC020907.2
AC020910.2	AC020910.2
AC020947.2	AC020947.2
AC020983.5	AC020983.5
AC021016.6	AC021016.6
AC021016.7	AC021016.7
AC021188.4	AC021188.4
AC021218.2	AC021218.2
AC021224.1	AC021224.1
